country,_order_value_eur_,_cost_,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
france,"184,431.48",153059.69,2019-12-07,books,Johns and Sons,Othello Bowes,Ora Grennan,mobile,44-7664180
portugal,"144,725.34",115056.65,2019-01-15,smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,pc,92-7042708
uk,"21,921.66",18802.21,2020-03-05,smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,tablet,21-8595718
portugal,"21,341.66",16930.34,2019-03-28,games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,pc,06-4611284
sweden,"84,537.20",69405.04,2020-01-19,games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,mobile,04-4730440
france,"40,544.43",32666.65,2020-08-01,books,Johns and Sons,Othello Bowes,Ora Grennan,pc,89-7467187
finland,"178,189.57",153421.22,2019-08-09,games,Johns and Sons,Hube Corey,Mellicent Mattys,pc,37-7100862
france,"36,276.11",28748.82,2019-03-23,games,Johns and Sons,Othello Bowes,Ora Grennan,pc,20-9472915
sweden,"36,181.81",29698.03,2020-10-27,appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,tablet,82-8836162
uk,"66,613.31",55462.24,2019-09-25,electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,pc,38-8230515
ireland,"77,278.68",62951.21,2020-10-02,smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,pc,46-8792953
uk,"149,938.36",123579.2,2020-11-14,appliances,Johns and Sons,Jessamine Apark,Jay Morefield,pc,93-0380487
spain,"123,953.65",101939.48,2019-05-08,beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,pc,44-2650716
sweden,"73,773.60",58421.31,2020-01-21,books,Tromp LLC,Maxie Marrow,Caro Morfield,mobile,78-7812852
portugal,"206,869.73",180928.27,2020-07-20,electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,pc,11-2653878
france,"63,690.72",53455.62,2020-08-27,electronics,Hegmann Group,Othello Bowes,Crysta Halls,mobile,74-9856135
uk,"18,897.97",16469.58,2020-02-16,other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,mobile,22-8551804
portugal,"134,807.18",108047.95,2020-12-29,beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,pc,76-2368068
uk,"47,082.67",37882.72,2020-06-30,games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,pc,83-0606533
portugal,"41,016.31",32985.32,2019-05-09,beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,tablet,84-1745028
sweden,"43,243.45",37764.5,2019-05-16,clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,pc,63-2957047
sweden,"88,832.28",71501.1,2019-12-23,electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,pc,90-3993986
france,"173,456.40",149866.33,2019-09-25,books,Johns and Sons,Othello Bowes,Avrit Chanders,mobile,00-1398218
spain,"90,926.92",73050.69,2020-03-24,smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,pc,09-9618844
sweden,"72,757.01",63378.63,2020-03-05,other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,pc,96-5143420
france,"60,068.71",47688.55,2020-05-09,other,Friesen-Rath,Othello Bowes,Crysta Halls,pc,99-0862667
france,"105,522.72",86581.39,2019-02-16,clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,pc,79-6118087
luxembourg,"61,374.06",49099.25,2020-02-20,games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,pc,07-5296371
portugal,"76,856.57",65535.6,2019-05-31,clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,pc,93-9111830
spain,"174,262.11",143278.31,2019-04-05,games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,pc,47-0713476
sweden,"151,315.26",121173.26,2019-05-23,beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,pc,92-2645259
ireland,"50,495.53",40749.89,2020-08-31,smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,mobile,93-4118211
uk,"36,534.09",31138.0,2020-07-17,appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,pc,90-7039701
france,"134,243.39",113019.51,2019-01-21,beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,pc,64-1003834
france,"56,068.70",47378.05,2019-02-06,games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,pc,24-2679038
france,"31,161.76",27300.82,2020-05-09,beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,mobile,06-4986886
france,"98,915.41",85176.06,2020-04-02,electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,mobile,63-5897834
ireland,"114,232.68",95795.52,2019-03-23,clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,tablet,45-6860897
luxembourg,"71,360.36",59750.03,2019-01-02,electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,pc,40-9830607
portugal,"87,459.79",69967.83,2020-11-16,beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,mobile,09-8360520
finland,"52,388.85",45641.17,2020-07-31,electronics,Johns and Sons,Hube Corey,Mellicent Mattys,pc,55-6785409
sweden,"178,304.35",153573.54,2020-12-09,electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,pc,12-4881666
uk,"80,013.81",65587.32,2020-01-27,electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,pc,86-7866497
ireland,"88,684.70",75337.65,2020-01-23,other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,pc,12-2375671
uk,"161,773.31",138283.83,2019-04-30,books,Johns and Sons,Jessamine Apark,Jay Morefield,pc,56-6310976
france,"108,968.67",88395.39,2019-10-17,books,Johns and Sons,Othello Bowes,Ora Grennan,pc,08-4398900
uk,"50,374.22",44047.22,2019-10-07,games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,pc,23-3084772
sweden,"174,380.20",151518.96,2019-01-02,appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,pc,33-8484080
bulgaria,"81,482.69",64721.7,2019-02-09,electronics,Johns and Sons,Charil Alpe,Shermy McGready,pc,28-0362135
france,"108,158.80",89328.35,2020-10-09,appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,pc,53-4511393
portugal,"76,943.74",62870.73,2019-06-01,electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,pc,50-0521963
portugal,"57,345.79",45716.06,2020-11-09,clothing,Walter LLC,Celine Tumasian,Hortense Gerring,pc,75-6127722
sweden,"71,049.09",58842.86,2019-08-15,outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,pc,99-3994854
france,"79,205.19",65423.49,2019-05-07,games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,tablet,45-5157875
france,"42,290.45",34255.26,2019-11-10,clothing,Walter LLC,Othello Bowes,Avrit Chanders,tablet,97-8921759
france,"110,090.36",93433.69,2019-02-01,clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,pc,43-6672888
france,"121,043.69",96750.22,2020-09-28,books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,pc,28-6152726
finland,"130,251.55",105386.53,2019-08-05,beauty,Johns and Sons,Hube Corey,Mellicent Mattys,pc,26-1201622
france,"156,110.40",132584.56,2019-07-22,beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,pc,18-3315246
sweden,"122,273.00",104531.19,2020-01-07,appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,pc,40-9114557
portugal,"126,021.10",101762.04,2020-06-13,beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,mobile,34-8443139
sweden,"69,565.47",57808.91,2020-05-23,beauty,Johns and Sons,Maxie Marrow,Anita Woakes,pc,79-0393736
bulgaria,"174,271.91",142083.89,2019-05-20,clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,pc,58-2923511
portugal,"61,994.02",54250.97,2019-02-19,books,Friesen-Rath,Celine Tumasian,Corene Shirer,pc,84-1343954
sweden,"207,379.28",166442.61,2019-12-18,accessories,Franecki-White,Maxie Marrow,Anita Woakes,pc,43-9259516
sweden,"153,823.74",129258.09,2020-11-30,electronics,West-Cummings,Maxie Marrow,Anita Woakes,mobile,53-0009701
portugal,"251,003.51",214105.99,2019-07-30,clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,pc,50-2002828
uk,"78,013.63",64509.47,2020-04-04,clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,pc,90-6933957
finland,"204,138.34",165617.44,2019-06-20,clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,tablet,98-4201877
ireland,"81,358.58",68918.85,2020-08-21,books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,mobile,86-2962836
portugal,"81,458.94",64434.02,2019-11-14,books,Johns and Sons,Celine Tumasian,Aurelie Wren,pc,76-5324325
sweden,"79,313.86",63316.25,2020-03-01,appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,pc,36-3226083
finland,"100,978.49",86568.86,2019-08-09,appliances,Johns and Sons,Hube Corey,Wat Bowkley,pc,00-8086430
portugal,"172,444.09",149681.47,2019-01-05,smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,pc,98-0946281
uk,"111,523.01",98017.57,2020-03-02,outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,pc,82-4770311
uk,"62,947.82",49967.98,2019-10-16,accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,pc,34-0265266
france,"80,294.56",65295.54,2019-10-04,books,Considine-Fisher,Othello Bowes,Avrit Chanders,pc,47-9858688
france,"234,961.46",199388.3,2019-06-02,accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,mobile,24-9178520
france,"214,615.79",177637.49,2019-06-30,games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,pc,17-5553034
france,"173,418.59",140746.53,2019-05-19,electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,pc,03-5073152
france,"27,400.69",22832.99,2019-09-18,electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,pc,19-8109416
portugal,"179,323.22",150739.1,2020-08-08,smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,tablet,16-5710075
portugal,"135,211.42",108534.21,2019-08-12,clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,pc,78-5541691
france,"186,209.44",148818.58,2019-06-24,clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,mobile,69-8016438
ireland,"127,591.73",108988.86,2020-04-30,games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,mobile,43-7205800
sweden,"53,093.47",42533.18,2020-10-25,clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,pc,84-2496865
netherlands,"28,787.17",24610.15,2019-08-06,games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,pc,13-4700827
uk,"49,930.87",40174.38,2020-02-21,outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,pc,10-5202864
portugal,"48,763.58",39435.11,2020-07-14,smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,pc,29-6521179
france,"71,079.80",56778.54,2019-11-15,electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,pc,30-9137723
sweden,"43,158.94",36244.88,2019-05-13,electronics,West-Cummings,Maxie Marrow,Anita Woakes,pc,55-4422832
france,"117,538.82",100719.02,2019-07-03,beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,pc,12-1257338
portugal,"45,725.53",36571.28,2020-07-07,other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,mobile,66-6777720
portugal,"77,522.57",64227.45,2019-07-31,outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,mobile,53-3568171
germany,"44,118.50",38250.74,2020-03-04,electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,mobile,77-6124790
uk,"242,526.00",212113.24,2019-06-03,clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,pc,09-3668672
france,"140,635.94",115194.9,2020-12-08,smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,00-5823706
portugal,"157,754.36",132166.6,2019-08-09,books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,mobile,67-8646070
france,"88,977.22",72534.23,2020-10-03,books,Franecki-White,Othello Bowes,Ora Grennan,pc,58-1975365
portugal,"74,231.25",61604.51,2019-11-11,beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,mobile,99-7842298
sweden,"131,402.37",106383.36,2019-10-03,beauty,Johns and Sons,Maxie Marrow,Anita Woakes,pc,80-8019337
sweden,"156,505.37",128647.41,2019-05-04,electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,pc,76-8416893
portugal,"139,200.81",120172.06,2019-08-23,games,Johns and Sons,Celine Tumasian,Brynn Dempster,pc,19-3893110
sweden,"121,292.94",104384.7,2019-03-23,beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,pc,17-3994138
france,"84,712.13",73004.91,2020-07-11,books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,pc,29-8090560
portugal,"172,202.38",149816.07,2019-04-09,appliances,Morissette Group,Celine Tumasian,Hortense Gerring,tablet,75-5652593
sweden,"108,978.79",95432.73,2019-11-28,games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,pc,84-5276032
portugal,"69,871.92",58014.66,2020-09-06,games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,pc,01-4729172
france,"184,221.20",150324.5,2019-06-15,electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,pc,70-3373325
france,"57,348.43",47587.73,2019-01-12,clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,pc,73-6329299
france,"197,581.29",169485.23,2019-12-13,electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,pc,74-6221213
portugal,"101,321.52",86710.96,2019-02-17,games,Dibbert Inc,Celine Tumasian,Brynn Dempster,pc,53-1326953
uk,"124,234.91",98244.97,2020-09-19,outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,pc,56-7081196
portugal,"254,883.03",213413.56,2019-12-12,appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,pc,85-9560144
france,"57,333.85",46308.55,2020-10-24,other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,pc,35-9605742
portugal,"65,760.39",56672.3,2020-10-09,smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,pc,30-0037690
portugal,"53,485.00",46713.8,2020-02-18,clothing,Johns and Sons,Celine Tumasian,Corene Shirer,pc,75-6038587
france,"154,950.74",133195.66,2019-10-09,smartphones,Kihn Inc,Othello Bowes,Crysta Halls,tablet,45-8966277
uk,"19,949.11",16364.25,2019-02-25,beauty,Smith Group,Jessamine Apark,Winny Agnolo,tablet,23-0941629
france,"124,784.67",106853.11,2020-05-22,electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,tablet,44-2757396
luxembourg,"120,831.28",95746.71,2020-05-22,outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,pc,21-4464304
portugal,"127,631.89",110963.17,2019-11-24,clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,pc,02-8721192
luxembourg,"68,984.17",59560.93,2019-01-11,beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,pc,46-9710750
france,"56,823.17",46583.63,2019-12-21,beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,mobile,26-1781486
portugal,"126,974.92",101516.45,2019-01-13,games,Larkin-Collier,Celine Tumasian,Hortense Gerring,pc,57-7927520
portugal,"121,736.23",106214.86,2020-05-06,accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,pc,95-4271285
france,"150,287.47",123611.44,2020-08-05,books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,pc,66-4296261
finland,"93,007.22",81837.05,2020-11-09,outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,pc,24-8477374
ireland,"165,747.20",132912.68,2020-01-21,books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,pc,96-1991854
sweden,"177,215.51",155807.88,2019-05-07,clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,pc,54-3353166
france,"99,132.04",78819.89,2020-03-21,smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,pc,44-6408586
germany,"180,519.86",145968.36,2019-07-04,games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,pc,86-6107692
france,"68,173.22",54040.91,2020-11-14,smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,pc,89-7513050
portugal,"97,439.36",79773.6,2019-08-08,games,Labadie and Sons,Celine Tumasian,Brynn Dempster,pc,54-2767741
sweden,"103,638.67",84030.23,2020-10-22,electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,pc,24-6905998
sweden,"169,810.63",145952.24,2020-11-28,smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,pc,35-0173281
france,"75,264.84",61694.59,2020-09-16,clothing,Tillman and Sons,Othello Bowes,Ora Grennan,mobile,93-5465623
spain,"58,933.16",51855.29,2019-09-20,electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,mobile,67-2823354
portugal,"168,773.60",137398.59,2019-08-22,games,Tillman and Sons,Celine Tumasian,Corene Shirer,pc,28-0622425
portugal,"152,676.77",122385.7,2020-07-07,outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,pc,84-0679518
portugal,"116,556.81",95448.37,2020-05-24,outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,pc,95-1195568
france,"310,539.00",248275.93,2020-12-11,electronics,Johns and Sons,Othello Bowes,Ora Grennan,pc,57-2495984
portugal,"106,325.72",92705.4,2019-09-19,games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,mobile,77-5229094
sweden,"90,602.07",71630.0,2020-03-05,electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,pc,09-3747816
spain,"120,012.56",97762.23,2020-05-11,games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,mobile,62-9738356
france,"143,658.22",123158.19,2020-10-30,appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,pc,22-6938537
portugal,"263,571.82",216155.25,2020-06-08,outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,pc,11-0955383
france,"131,097.05",109203.84,2020-06-26,beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,pc,80-1374023
italy,"127,830.38",103874.97,2020-05-21,games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,pc,66-7112079
portugal,"129,353.22",111593.02,2019-01-18,games,Kihn Inc,Celine Tumasian,Corene Shirer,mobile,31-2600204
sweden,"176,473.32",139413.92,2019-06-22,games,Wisoky Inc,Maxie Marrow,Anita Woakes,pc,00-7031798
denmark,"43,609.57",34634.72,2020-03-01,appliances,Walter LLC,Modestia Byfford,Cobby Andersen,pc,20-1827241
portugal,"137,562.42",112140.88,2020-04-14,clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,pc,80-5941460
france,"51,504.50",44592.6,2019-09-22,appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,pc,17-3240628
france,"38,750.53",31298.8,2019-09-01,outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,22-5929243
france,"111,676.46",92791.97,2019-06-08,beauty,Armstrong-Little,Othello Bowes,Ora Grennan,pc,35-7483371
sweden,"46,849.71",39630.17,2019-08-26,beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,pc,71-1921602
sweden,"296,844.24",244926.18,2019-06-08,other,Walter LLC,Maxie Marrow,Tarrah Castelletti,pc,22-9949979
portugal,"163,492.16",134178.02,2020-08-12,appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,pc,06-8466490
france,"116,206.87",93104.94,2019-04-15,games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,pc,34-6603897
france,"195,214.72",154649.1,2019-06-26,books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,pc,92-3462655
france,"168,226.52",136818.63,2020-01-25,smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,pc,26-9826298
sweden,"249,842.77",218737.35,2020-07-09,books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,pc,39-5542863
netherlands,"105,678.39",89720.95,2020-05-07,games,Hegmann Group,Denice Amberg,Nero Harbisher,mobile,18-1809309
portugal,"253,580.08",212449.39,2020-07-06,games,Wyman Group,Celine Tumasian,Brynn Dempster,pc,51-0837613
france,"56,705.66",46986.31,2019-02-01,outdoors,Johns and Sons,Othello Bowes,Crysta Halls,pc,46-0117523
sweden,"35,354.22",30517.76,2019-02-27,smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,pc,58-1079558
portugal,"25,834.34",22450.04,2020-03-13,electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,mobile,49-9010863
portugal,"121,928.48",98408.48,2019-09-19,clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,mobile,58-2028009
france,"167,935.31",137942.06,2019-04-18,games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,pc,03-4045721
portugal,"151,151.77",124035.14,2019-12-30,appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,pc,80-3039005
france,"95,966.17",75976.42,2019-08-24,electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,pc,90-4449856
portugal,"123,424.43",98171.79,2019-04-11,clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,pc,82-2837449
france,"128,221.13",102217.88,2020-06-21,clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,21-4033151
portugal,"204,133.95",167553.15,2020-06-13,games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,pc,98-6563368
sweden,"89,376.84",73646.52,2019-02-17,beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,pc,21-2589548
sweden,"110,837.96",92106.34,2019-02-25,electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,pc,52-7049356
netherlands,"118,026.37",99873.91,2020-07-04,appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,pc,35-1708827
portugal,"177,208.76",151779.3,2019-01-02,appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,mobile,22-1266257
sweden,"97,148.34",77806.11,2020-04-29,books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,pc,44-9978904
spain,"144,530.35",115407.48,2020-08-04,other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,pc,63-1220717
sweden,"45,261.84",37816.27,2020-11-21,beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,pc,40-0265810
bulgaria,"105,277.20",90759.47,2019-11-21,books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,pc,56-6094665
denmark,"65,822.05",54790.27,2020-11-11,clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,pc,75-3776704
france,"78,540.62",63987.04,2019-10-08,clothing,Considine-Fisher,Othello Bowes,Crysta Halls,pc,55-1050582
italy,"37,636.91",30847.21,2020-03-16,appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,mobile,78-8602908
portugal,"138,127.81",115240.03,2020-05-24,appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,pc,30-3460885
ireland,"37,892.58",30010.92,2019-01-21,electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,pc,59-0348389
bulgaria,"65,329.65",53237.13,2020-02-26,clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,mobile,91-7447818
france,"167,072.72",135044.88,2019-10-21,clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,pc,37-6449638
france,"164,243.32",134121.1,2019-05-20,smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,pc,38-2806168
france,"174,951.18",142690.18,2019-09-18,clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,mobile,09-7737652
portugal,"98,521.87",84571.17,2020-01-02,clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,pc,29-1727395
portugal,"69,750.57",60731.82,2019-03-19,games,Johns and Sons,Celine Tumasian,Hortense Gerring,pc,92-4695001
portugal,"129,022.02",104585.25,2020-06-20,electronics,Walter LLC,Celine Tumasian,Corene Shirer,pc,51-2167412
portugal,"41,805.53",33352.45,2019-03-23,appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,tablet,27-7169008
finland,"145,809.65",123136.25,2019-07-30,appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,pc,96-5231814
france,"29,443.71",23958.35,2020-10-29,appliances,Johns and Sons,Othello Bowes,Ora Grennan,pc,03-2027170
sweden,"138,443.23",115101.7,2019-06-14,clothing,Wyman Group,Maxie Marrow,Alyosha Meah,mobile,99-9599677
uk,"102,000.57",87261.49,2020-03-17,games,Franecki-White,Jessamine Apark,Genevra Charrisson,pc,22-0725785
portugal,"53,181.88",42316.82,2020-01-06,smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,pc,37-6033123
portugal,"99,518.86",81854.26,2019-03-12,books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,pc,29-5158368
portugal,"79,288.03",68536.57,2019-07-08,clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,pc,95-4281933
france,"111,557.68",92470.16,2020-02-15,books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,pc,61-0532585
netherlands,"43,008.69",34458.56,2019-07-19,appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,pc,99-9093075
france,"154,936.24",135739.64,2020-06-29,books,Friesen-Rath,Othello Bowes,Ora Grennan,pc,65-2631885
sweden,"115,339.49",100691.37,2019-09-03,outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,mobile,03-4651559
france,"65,254.50",53919.79,2019-06-17,games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,pc,91-6673445
netherlands,"50,241.47",43443.8,2020-10-17,books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,tablet,62-1501210
uk,"304,337.49",261730.24,2019-12-04,clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,pc,29-0072186
bulgaria,"95,960.77",76519.12,2020-10-11,books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,pc,06-5115020
sweden,"152,522.94",122399.66,2020-04-11,outdoors,Hane Inc,Maxie Marrow,Madelon Bront,pc,22-6046651
sweden,"63,196.98",54671.71,2019-04-18,smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,pc,71-6499815
sweden,"83,119.87",69604.58,2019-01-29,clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,pc,81-1454737
france,"75,483.45",60077.28,2019-12-03,appliances,Johns and Sons,Othello Bowes,Ora Grennan,pc,26-0092767
